response,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
3,0.064,0.316,0.585,0.705,0.456,0.068,0.096,0.317,0.942,0.89
0,0.074,0.186,0.425,0.187,0.417,0.218,0.174,0.25,0.667,0.284
8,0.841,0.948,0.546,0.517,0.766,0.595,0.378,0.843,0.62,0.997
4,0.871,0.036,0.825,0.884,0.269,0.27,0.265,0.298,0.654,0.597
1,0.788,0.124,0.789,0.098,0.287,0.027,0.994,0.209,0.333,0.444
11,0.835,0.34,0.903,0.346,0.598,0.726,0.591,0.321,0.215,0.262
7,0.618,0.764,0.837,0.333,0.047,0.86,0.367,0.097,0.344,0.897
1,0.072,0.725,0.386,0.4,0.337,0.167,0.746,0.127,0.785,0.16
10,0.687,0.164,0.85,0.938,0.52,0.287,0.229,0.373,0.793,0.522
0,0.058,0.829,0.242,0.187,0.066,0.469,0.043,0.174,0.978,0.847
11,0.688,0.94,0.872,0.683,0.019,0.305,0.225,0.629,0.548,0.992
6,0.368,0.253,0.839,0.254,0.952,0.3,0.85,0.995,0.628,0.04
6,0.51,0.517,0.786,0.178,0.253,0.057,0.427,0.275,0.537,0.385
6,0.556,0.327,0.358,0.548,0.44,0.753,0.711,0.152,0.503,0.439
11,0.59,0.384,0.12,0.282,0.843,0.799,0.755,0.181,0.244,0.308
13,0.122,0.662,0.989,0.777,0.791,0.741,0.354,0.111,0.945,0.45
13,0.842,0.366,0.218,0.485,0.903,0.427,0.877,0.334,0.119,0.161
14,0.936,0.632,0.786,0.731,0.147,0.285,0.7,0.137,0.278,0.6
0,0.029,0.468,0.879,0.223,0.213,0.315,0.086,0.455,0.777,0.774
15,0.941,0.542,0.389,0.767,0.48,0.588,0.587,0.166,0.074,0.711
7,0.419,0.435,0.233,0.461,0.673,0.153,0.164,0.147,0.529,0.948
0,0.924,0.002,0.661,0.012,0.202,0.694,0.632,0.066,0.194,0.975
7,0.838,0.286,0.465,0.418,0.836,0.421,0.698,0.622,0.465,0.872
6,0.868,0.229,0.706,0.292,0.63,0.163,0.734,0.026,0.48,0.755
15,0.708,0.875,0.492,0.801,0.823,0.905,0.126,0.175,0.76,0.498
0,0.135,0.104,0.945,0.066,0.121,0.425,0.425,0.533,0.04,0.738
11,0.592,0.628,0.535,0.379,0.742,0.254,0.572,0.087,0.941,0.213
4,0.84,0.263,0.757,0.305,0.394,0.344,0.686,0.972,0.137,0.047
10,0.204,0.135,0.897,0.985,0.457,0.71,0.706,0.944,0.23,0.242
11,0.723,0.341,0.288,0.623,0.803,0.467,0.739,0.146,0.532,0.87
2,0.276,0.469,0.531,0.351,0.493,0.01,0.034,0.571,0.289,0.459
6,0.877,0.336,0.712,0.231,0.5,0.399,0.613,0.386,0.025,0.666
10,0.916,0.016,0.038,0.628,0.882,0.08,0.27,0.417,0.192,0.95
5,0.228,0.636,0.247,0.146,0.965,0.118,0.339,0.57,0.593,0.595
5,0.916,0.035,0.585,0.751,0.781,0.337,0.068,0.922,0.362,0.725
12,0.707,0.253,0.791,0.56,0.83,0.883,0.919,0.445,0.661,0.994
12,0.847,0.561,0.434,0.769,0.299,0.153,0.918,0.052,0.964,0.39
10,0.9,0.583,0.701,0.218,0.436,0.133,0.118,0.093,0.988,0.925
14,0.58,0.939,0.221,0.638,0.273,0.365,0.163,0.333,0.65,0.457
7,0.701,0.707,0.489,0.247,0.299,0.609,0.701,0.015,0.804,0.916
8,0.671,0.845,0.194,0.101,0.501,0.165,0.303,0.775,0.318,0.141
7,0.45,0.267,0.702,0.688,0.562,0.823,0.663,0.003,0.913,0.858
1,0.358,0.331,0.376,0.142,0.236,0.679,0.944,0.185,0.558,0.395
10,0.608,0.433,0.813,0.72,0.128,0.007,0.431,0.975,0.461,0.942
10,0.707,0.44,0.284,0.479,0.345,0.699,0.91,0.8,0.784,0.636
3,0.025,0.547,0.187,0.734,0.157,0.463,0.67,0.871,0.334,0.577
0,0.194,0.029,0.416,0.279,0.831,0.646,0.621,0.026,0.189,0.016
15,0.755,0.969,0.891,0.612,0.996,0.956,0.722,0.732,0.204,0.733
14,0.669,0.94,0.185,0.947,0.173,0.036,0.152,0.332,0.072,0.478
9,0.394,0.719,0.091,0.178,0.337,0.709,0.342,0.023,0.506,0.491
8,0.347,0.372,0.953,0.162,0.608,0.636,0.728,0.285,0.408,0.154
8,0.846,0.157,0.295,0.789,0.185,0.087,0.538,0.82,0.249,0.879
8,0.876,0.002,0.677,0.92,0.766,0.407,0.293,0.658,0.482,0.287
4,0.002,0.25,0.286,0.639,0.647,0.671,0.413,0.924,0.587,0.011
0,0.071,0.04,0.893,0.008,0.323,0.237,0.624,0.474,0.904,0.552
3,0.024,0.829,0.927,0.152,0.941,0.415,0.202,0.695,0.879,0.915
15,0.967,0.464,0.765,0.853,0.797,0.951,0.064,0.026,0.682,0.137
11,0.338,0.68,0.97,0.116,0.951,0.062,0.808,0.658,0.176,0.516
9,0.535,0.371,0.227,0.74,0.376,0.681,0.205,0.873,0.812,0.759
1,0.037,0.146,0.416,0.737,0.078,0.074,0.822,0.147,0.035,0.796
11,0.964,0.793,0.65,0.629,0.932,0.603,0.02,0.617,0.493,0.041
3,0.719,0.016,0.989,0.1,0.864,0.121,0.67,0.884,0.817,0.924
9,0.339,0.782,0.352,0.276,0.793,0.703,0.554,0.961,0.727,0.266
10,0.654,0.674,0.825,0.177,0.57,0.011,0.054,0.785,0.334,0.183
7,0.086,0.937,0.574,0.606,0.916,0.057,0.237,0.926,0.477,0.16
5,0.015,0.085,0.122,0.959,0.066,0.983,0.936,0.22,0.587,0.367
9,0.209,0.955,0.411,0.853,0.243,0.609,0.493,0.171,0.267,0.184
14,0.837,0.338,0.081,0.935,0.465,0.012,0.604,0.293,0.096,0.352
11,0.15,0.827,0.807,0.539,0.986,0.557,0.826,0.161,0.168,0.722
10,0.661,0.579,0.167,0.056,0.997,0.383,0.521,0.236,0.914,0.744
6,0.641,0.1,0.728,0.601,0.716,0.238,0.844,0.933,0.49,0.354
0,0.182,0.163,0.342,0.03,0.226,0.02,0.066,0.303,0.852,0.725
0,0.647,0.063,0.338,0.007,0.607,0.612,0.345,0.283,0.422,0.453
14,0.357,0.84,0.802,0.997,0.513,0.988,0.56,0.448,0.771,0.45
1,0.068,0.542,0.533,0.28,0.778,0.541,0.305,0.184,0.206,0.487
2,0.878,0.093,0.256,0.119,0.431,0.445,0.673,0.4,0.945,0.729
2,0.727,0.036,0.13,0.14,0.771,0.505,0.506,0.995,0.025,0.139
14,0.754,0.569,0.335,0.703,0.841,0.055,0.135,0.354,0.965,0.928
10,0.617,0.486,0.632,0.674,0.536,0.798,0.846,0.183,0.733,0.107
6,0.359,0.877,0.476,0.508,0.092,0.515,0.973,0.64,0.793,0.423
14,0.866,0.669,0.649,0.644,0.942,0.873,0.05,0.563,0.796,0.569
13,0.292,0.999,0.786,0.5,0.74,0.411,0.807,0.218,0.011,0.193
11,0.276,0.959,0.979,0.478,0.289,0.521,0.333,0.018,0.444,0.783
4,0.83,0.342,0.18,0.178,0.22,0.424,0.95,0.593,0.382,0.663
5,0.958,0.914,0.968,0.229,0.284,0.239,0.67,0.848,0.572,0.301
8,0.568,0.863,0.67,0.375,0.012,0.691,0.227,0.706,0.403,0.937
8,0.444,0.417,0.608,0.75,0.264,0.598,0.585,0.729,0.31,0.034
8,0.696,0.804,0.489,0.441,0.332,0.738,0.771,0.324,0.93,0.899
0,0.026,0.352,0.848,0.2,0.266,0.668,0.652,0.499,0.72,0.573
6,0.473,0.443,0.357,0.244,0.646,0.605,0.062,0.181,0.165,0.604
12,0.963,0.525,0.917,0.173,0.657,0.063,0.223,0.9,0.666,0.738
14,0.41,0.721,0.774,0.942,0.357,0.839,0.757,0.929,0.491,0.171
3,0.215,0.028,0.801,0.657,0.712,0.604,0.245,0.628,0.975,0.031
13,0.831,0.127,0.711,1.0,0.874,0.872,0.056,0.79,0.731,0.281
0,0.449,0.014,0.693,0.155,0.286,0.901,0.925,0.662,0.547,0.794
5,0.205,0.049,0.728,0.864,0.631,0.82,0.18,0.927,0.565,0.579
11,0.291,0.949,0.983,0.24,0.843,0.933,0.055,0.856,0.557,0.956
8,0.776,0.733,0.505,0.178,0.623,0.6,0.882,0.085,0.718,0.8
6,0.705,0.393,0.419,0.237,0.146,0.61,0.405,0.249,0.739,0.634
5,0.648,0.081,0.644,0.844,0.539,0.673,0.414,0.07,0.915,0.17
3,0.018,0.967,0.422,0.899,0.415,0.478,0.751,0.702,0.092,0.231
5,0.711,0.298,0.886,0.099,0.458,0.851,0.229,0.34,0.554,0.908
14,0.341,0.554,0.949,0.843,0.647,0.625,0.492,0.962,0.41,0.627
14,0.348,0.994,0.047,0.677,0.252,0.705,0.447,0.955,0.846,0.231
15,0.794,0.449,0.007,0.93,0.555,0.668,0.656,0.123,0.588,0.367
8,0.8,0.338,0.126,0.261,0.355,0.102,0.981,0.666,0.66,0.873
2,0.28,0.223,0.794,0.063,0.716,0.901,0.544,0.202,0.364,0.423
7,0.514,0.649,0.581,0.284,0.534,0.257,0.167,0.532,0.033,0.686
1,0.044,0.217,0.287,0.514,0.147,0.697,0.83,0.06,0.857,0.971
10,0.443,0.56,0.118,0.542,0.256,0.618,0.292,0.371,0.964,0.491
15,0.785,0.553,0.905,0.755,0.09,0.669,0.423,0.477,0.881,0.342
13,0.812,0.871,0.629,0.818,0.912,0.312,0.434,0.085,0.208,0.292
12,0.509,0.618,0.643,0.807,0.532,0.901,0.26,0.757,0.109,0.353
1,0.18,0.729,0.747,0.424,0.242,0.652,0.87,0.482,0.63,0.602
8,0.755,0.223,0.819,0.714,0.309,0.619,0.183,0.956,0.823,0.719
6,0.211,0.708,0.045,0.192,0.337,0.125,0.562,0.482,0.698,0.509
10,0.982,0.096,0.361,0.98,0.612,0.692,0.8,0.485,0.627,0.019
1,0.606,0.07,0.336,0.477,0.279,0.595,0.228,0.604,0.086,0.883
3,0.069,0.9,0.588,0.686,0.193,0.088,0.452,0.229,0.549,0.781
8,0.143,0.853,0.03,0.701,0.227,0.555,0.794,0.404,0.857,0.884
2,0.615,0.241,0.735,0.068,0.817,0.321,0.024,0.185,0.537,0.321
13,0.652,0.714,0.234,0.395,0.744,0.059,0.919,0.61,0.402,0.149
0,0.758,0.002,0.623,0.028,0.778,0.905,0.355,0.494,0.857,0.792
13,0.61,0.564,0.027,0.524,0.187,0.335,0.966,0.285,0.821,0.288
12,0.639,0.679,0.906,0.175,0.825,0.706,0.537,0.089,0.808,0.809
14,0.401,0.782,0.155,0.877,0.465,0.33,0.077,0.947,0.207,0.926
0,0.638,0.015,0.574,0.528,0.457,0.463,0.232,0.054,0.163,0.672
0,0.112,0.293,0.071,0.042,0.657,0.035,0.525,0.398,0.204,0.055
1,0.016,0.334,0.449,0.401,0.788,0.958,0.042,0.048,0.11,0.773
2,0.085,0.118,0.836,0.353,0.568,0.923,0.521,0.186,0.082,0.636
3,0.686,0.18,0.272,0.064,0.833,0.147,0.181,0.521,0.652,0.501
5,0.971,0.275,0.238,0.376,0.011,0.613,0.544,0.512,0.568,0.927
12,0.723,0.911,0.365,0.501,0.653,0.131,0.447,0.734,0.384,0.768
1,0.147,0.871,0.38,0.144,0.397,0.648,0.695,0.155,0.292,0.762
15,0.978,0.529,0.983,0.842,0.176,0.835,0.202,0.73,0.52,0.963
12,0.917,0.31,0.808,0.75,0.191,0.201,0.63,0.576,0.243,0.168
5,0.299,0.658,0.693,0.016,0.772,0.087,0.341,0.262,0.235,0.934
1,0.132,0.03,0.659,0.29,0.716,0.301,0.32,0.317,0.801,0.604
12,0.655,0.632,0.532,0.472,0.82,0.596,0.611,0.842,0.957,0.433
7,0.934,0.85,0.16,0.229,0.862,0.354,0.154,0.677,0.032,0.926
10,0.982,0.834,0.866,0.752,0.088,0.106,0.434,0.622,0.191,0.952
14,0.624,0.834,0.247,0.743,0.609,0.058,0.05,0.312,0.464,0.004
8,0.199,0.855,0.474,0.854,0.494,0.55,0.642,0.892,0.126,0.0
8,0.602,0.145,0.174,0.917,0.249,0.597,0.435,0.018,0.525,0.154
10,0.69,0.202,0.151,0.894,0.347,0.019,0.579,0.89,0.521,0.762
8,0.18,0.423,0.947,0.618,0.09,0.591,0.456,0.472,0.356,0.691
0,0.274,0.289,0.482,0.123,0.524,0.111,0.302,0.079,0.671,0.167
8,0.444,0.681,0.319,0.677,0.099,0.179,0.78,0.085,0.12,0.708
1,0.356,0.336,0.251,0.122,0.1,0.032,0.155,0.906,0.206,0.605
12,0.985,0.397,0.871,0.398,0.325,0.172,0.119,0.922,0.126,0.595
12,0.562,0.69,0.183,0.558,0.339,0.502,0.133,0.487,0.352,0.816
9,0.922,0.8,0.619,0.434,0.65,0.14,0.219,0.834,0.553,0.999
8,0.606,0.888,0.467,0.227,0.58,0.791,0.611,0.998,0.298,0.939
15,0.725,0.667,0.996,0.909,0.984,0.222,0.755,0.522,0.321,0.436
9,0.747,0.411,0.588,0.433,0.75,0.719,0.382,0.094,0.394,0.612
14,0.335,0.987,0.144,0.582,0.723,0.638,0.612,0.916,0.974,0.79
2,0.797,0.001,0.401,0.631,0.71,0.157,0.966,0.276,0.61,0.18
5,0.452,0.072,0.682,0.866,0.491,0.839,0.231,0.947,0.988,0.524
1,0.258,0.269,0.839,0.034,0.56,0.758,0.871,0.245,0.909,0.277
13,0.512,0.523,0.139,0.564,0.936,0.845,0.522,0.872,0.436,0.863
12,0.944,0.361,0.817,0.583,0.484,0.731,0.891,0.209,0.135,0.971
12,0.317,0.257,0.127,0.952,0.813,0.035,0.027,0.988,0.017,0.824
7,0.92,0.114,0.089,0.257,0.746,0.547,0.711,0.214,0.776,0.355
2,0.079,0.828,0.201,0.331,0.331,0.677,0.389,0.82,0.394,0.676
5,0.987,0.829,0.683,0.846,0.014,0.47,0.878,0.742,0.455,0.554
2,0.136,0.3,0.031,0.291,0.131,0.88,0.3,0.998,0.205,0.284
2,0.557,0.316,0.654,0.047,0.63,0.152,0.348,0.229,0.635,0.478
8,0.562,0.841,0.914,0.07,0.096,0.204,0.401,0.122,0.859,0.261
6,0.686,0.218,0.316,0.92,0.048,0.985,0.562,0.033,0.309,0.08
2,0.078,0.099,0.56,0.516,0.52,0.473,0.455,0.027,0.006,0.899
11,0.82,0.488,0.915,0.213,0.531,0.345,0.572,0.952,0.693,0.172
11,0.408,0.653,0.53,0.599,0.819,0.262,0.576,0.206,0.925,0.36
2,0.186,0.074,0.892,0.624,0.037,0.106,0.289,0.235,0.506,0.593
0,0.003,0.119,0.436,0.202,0.545,0.054,0.734,0.435,0.219,0.318
1,0.05,0.554,0.425,0.297,0.668,0.346,0.721,0.796,0.463,0.275
8,0.581,0.083,0.624,0.811,0.651,0.275,0.809,0.177,0.401,0.307
1,0.792,0.026,0.498,0.331,0.576,0.441,0.713,0.918,0.618,0.186
10,0.635,0.723,0.853,0.474,0.048,0.938,0.987,0.12,0.742,0.667
10,0.347,0.7,0.573,0.758,0.588,0.641,0.006,0.684,0.06,0.674
12,0.506,0.791,0.034,0.172,0.432,0.355,0.109,0.987,0.464,0.0
12,0.837,0.469,0.883,0.379,0.285,0.541,0.708,0.2,0.061,0.374
5,0.207,0.378,0.966,0.477,0.29,0.34,0.828,0.763,0.217,0.057
6,0.296,0.812,0.626,0.47,0.047,0.654,0.644,0.139,0.776,0.888
1,0.448,0.097,0.827,0.146,0.591,0.672,0.673,0.295,0.663,0.734
9,0.456,0.812,0.327,0.556,0.166,0.814,0.622,0.178,0.851,0.884
9,0.53,0.527,0.638,0.699,0.17,0.289,0.163,0.196,0.61,0.212
2,0.151,0.092,0.32,0.697,0.051,0.009,0.671,0.094,0.885,0.428
15,0.746,0.47,0.11,0.971,0.633,0.414,0.7,0.764,0.161,0.383
5,0.02,0.543,0.7,0.897,0.317,0.681,0.665,0.927,0.11,0.852
1,0.034,0.783,0.894,0.32,0.081,0.108,0.232,0.515,0.952,0.18
7,0.474,0.34,0.503,0.542,0.571,0.173,0.111,0.545,0.621,0.515
12,0.693,0.972,0.566,0.795,0.398,0.484,0.367,0.224,0.649,0.975
11,0.673,0.83,0.394,0.629,0.092,0.132,0.835,0.905,0.562,0.464
7,0.197,0.193,0.637,0.974,0.652,0.138,0.829,0.755,0.203,0.415
4,0.479,0.054,0.245,0.835,0.127,0.998,0.725,0.639,0.188,0.371
10,0.91,0.816,0.341,0.51,0.676,0.761,0.95,0.661,0.044,0.246
4,0.907,0.17,0.747,0.358,0.329,0.411,0.532,0.812,0.175,0.221
11,0.725,0.171,0.979,0.794,0.174,0.716,0.323,0.236,0.726,0.087
12,0.306,0.671,0.532,0.74,0.872,0.324,0.762,0.661,0.167,0.55
1,0.051,0.936,0.865,0.1,0.559,0.226,0.525,0.021,0.526,0.244
8,0.636,0.188,0.329,0.705,0.902,0.068,0.18,0.389,0.509,0.32
11,0.342,0.654,0.866,0.405,0.833,0.967,0.519,0.274,0.075,0.491
13,0.532,0.5,0.007,0.226,0.44,0.505,0.232,0.716,0.12,0.137
13,0.533,0.525,0.822,0.594,0.667,0.985,0.415,0.779,0.98,0.296
8,0.078,0.412,0.873,0.703,0.682,0.344,0.392,0.994,0.124,0.09
14,0.933,0.56,0.641,0.73,0.7,0.404,0.818,0.571,0.053,0.163
6,0.177,0.391,0.429,0.712,0.986,0.067,0.481,0.22,0.659,0.608
12,0.449,0.633,0.009,0.333,0.693,0.541,0.671,0.222,0.026,0.487
2,0.041,0.737,0.57,0.444,0.697,0.546,0.394,0.492,0.924,0.398
6,0.255,0.916,0.093,0.056,0.379,0.124,0.235,0.032,0.911,0.199
10,0.336,0.598,0.723,0.839,0.429,0.209,0.67,0.441,0.596,0.012
3,0.984,0.094,0.205,0.255,0.621,0.298,0.903,0.175,0.786,0.289
8,0.361,0.792,0.283,0.169,0.76,0.417,0.739,0.361,0.08,0.028
2,0.736,0.059,0.624,0.728,0.286,0.446,0.505,0.623,0.307,0.529
11,0.114,0.526,0.957,0.738,0.578,0.538,0.696,0.991,0.416,0.956
2,0.135,0.427,0.59,0.342,0.713,0.345,0.924,0.519,0.223,0.779
15,0.656,0.918,0.152,0.573,0.742,0.393,0.911,0.474,0.054,0.364
2,0.103,0.485,0.525,0.569,0.46,0.508,0.851,0.983,0.299,0.702
11,0.702,0.142,0.75,0.885,0.873,0.913,0.378,0.536,0.03,0.829
6,0.059,0.794,0.451,0.788,0.592,0.395,0.429,0.066,0.569,0.594
12,0.761,0.167,0.36,0.945,0.748,0.903,0.917,0.435,0.849,0.613
0,0.378,0.443,0.49,0.01,0.394,0.581,0.774,0.135,0.979,0.558
7,0.597,0.22,0.7,0.372,0.866,0.095,0.203,0.175,0.157,0.137
6,0.831,0.943,0.539,0.813,0.054,0.539,0.23,0.657,0.311,0.705
1,0.624,0.069,0.862,0.092,0.013,0.049,0.639,0.293,0.248,0.711
13,0.521,0.57,0.911,0.273,0.96,0.328,0.394,0.251,0.157,0.973
7,0.54,0.883,0.731,0.035,0.481,0.351,0.158,0.554,0.689,0.94
11,0.354,0.665,0.263,0.784,0.21,0.714,0.454,0.187,0.967,0.959
11,0.399,0.85,0.72,0.529,0.635,0.34,0.07,0.765,0.285,0.857
6,0.393,0.506,0.703,0.459,0.151,0.854,0.069,0.926,0.022,0.396
5,0.421,0.147,0.721,0.76,0.798,0.034,0.983,0.383,0.976,0.454
6,0.164,0.087,0.962,0.633,0.479,0.796,0.558,0.735,0.219,0.056
8,0.778,0.627,0.794,0.042,0.643,0.299,0.513,0.844,0.238,0.24
4,0.093,0.193,0.949,0.356,0.843,0.68,0.202,0.232,0.521,0.629
13,0.202,0.915,0.194,0.903,0.848,0.712,0.151,0.148,0.706,0.921
4,0.339,0.336,0.04,0.288,0.282,0.515,0.049,0.757,0.3,0.52
0,0.103,0.098,0.264,0.6,0.053,0.887,0.927,0.776,0.211,0.071
15,0.618,0.886,0.262,0.91,0.142,0.608,0.139,0.628,0.006,0.524
5,0.926,0.875,0.874,0.429,0.238,0.942,0.969,0.579,0.267,0.537
5,0.312,0.491,0.945,0.126,0.76,0.738,0.059,0.917,0.388,0.311
7,0.046,0.227,0.799,0.929,0.922,0.316,0.664,0.019,0.687,0.476
7,0.405,0.773,0.179,0.127,0.326,0.021,0.795,0.356,0.783,0.382
10,0.88,0.918,0.515,0.827,0.186,0.058,0.678,0.937,0.705,0.09
4,0.727,0.029,0.283,0.972,0.241,0.258,0.632,0.614,0.385,0.253
3,0.158,0.045,0.349,0.572,0.532,0.965,0.342,0.413,0.604,0.875
5,0.679,0.468,0.859,0.073,0.213,0.843,0.027,0.412,0.462,0.984
12,0.808,0.468,0.58,0.822,0.088,0.94,0.883,0.549,0.549,0.213
13,0.3,0.531,0.748,0.851,0.998,0.431,0.701,0.319,0.213,0.47
8,0.298,0.953,0.027,0.003,0.691,0.633,0.271,0.397,0.022,0.014
9,0.293,0.442,0.099,0.746,0.201,0.544,0.631,0.563,0.373,0.375
13,0.416,0.856,0.065,0.585,0.231,0.657,0.496,0.682,0.542,0.548
1,0.119,0.58,0.857,0.035,0.738,0.724,0.078,0.503,0.373,0.706
15,0.43,0.658,0.918,0.826,0.57,0.233,0.602,0.362,0.173,0.247
10,0.299,0.659,0.128,0.344,0.871,0.245,0.561,0.045,0.143,0.557
9,0.084,0.692,0.25,0.855,0.767,0.299,0.708,0.505,0.888,0.452
8,0.9,0.141,0.272,0.933,0.101,0.748,0.308,0.226,0.64,0.485
5,0.352,0.966,0.25,0.092,0.186,0.477,0.124,0.183,0.521,0.538
8,0.021,0.261,0.866,1.0,0.418,0.988,0.572,0.461,0.965,0.637
14,0.782,0.732,0.66,0.647,0.997,0.723,0.472,0.72,0.05,0.211
8,0.462,0.884,0.345,0.358,0.39,0.855,0.198,0.24,0.117,0.385
11,0.709,0.482,0.986,0.029,0.896,0.733,0.525,0.819,0.321,0.224
1,0.232,0.544,0.739,0.199,0.543,0.271,0.124,0.675,0.799,0.18
0,0.109,0.11,0.422,0.24,0.353,0.807,0.602,0.064,0.954,0.102
6,0.576,0.03,0.162,0.405,0.902,0.874,0.137,0.987,0.949,0.669
0,0.181,0.631,0.691,0.121,0.161,0.933,0.451,0.31,0.637,0.619
7,0.72,0.994,0.516,0.496,0.078,0.613,0.92,0.135,0.487,0.826
1,0.76,0.184,0.48,0.008,0.445,0.746,0.892,0.215,0.966,0.683
1,0.838,0.105,0.601,0.306,0.332,0.051,0.422,0.46,0.35,0.526
14,0.671,0.455,0.646,0.896,0.842,0.528,0.895,0.104,0.068,0.593
10,0.215,0.078,0.904,0.853,0.81,0.147,0.244,0.508,0.77,0.228
9,0.228,0.517,0.956,0.589,0.655,0.202,0.729,0.335,0.761,0.76
5,0.795,0.248,0.878,0.177,0.253,0.04,0.339,0.31,0.783,0.208
3,0.254,0.732,0.177,0.158,0.394,0.459,0.728,0.241,0.7,0.829
7,0.437,0.997,0.589,0.27,0.107,0.317,0.713,0.766,0.049,0.924
8,0.297,0.266,0.65,0.85,0.856,0.451,0.446,0.789,0.196,0.68
5,0.596,0.285,0.607,0.674,0.177,0.749,0.91,0.438,0.175,0.065
0,0.114,0.592,0.356,0.155,0.461,0.166,0.526,0.023,0.417,0.757
6,0.392,0.747,0.258,0.098,0.539,0.737,0.179,0.291,0.792,0.41
4,0.131,0.11,0.926,0.638,0.229,0.867,0.342,0.069,0.122,0.396
4,0.225,0.781,0.953,0.135,0.101,0.726,0.287,0.132,0.086,0.046
6,0.525,0.661,0.305,0.204,0.459,0.548,0.048,0.447,0.302,0.182
4,0.619,0.036,0.979,0.59,0.533,0.758,0.443,0.142,0.2,0.483
0,0.917,0.116,0.67,0.215,0.29,0.738,0.727,0.927,0.901,0.271
8,0.442,0.986,0.439,0.453,0.217,0.691,0.262,0.622,0.688,0.549
10,0.7,0.907,0.155,0.504,0.086,0.363,0.725,0.36,0.374,0.605
1,0.071,0.162,0.712,0.258,0.804,0.044,0.196,0.963,0.914,0.248
11,0.339,0.792,0.171,0.49,0.491,0.42,0.319,0.611,0.918,0.789
6,0.711,0.769,0.292,0.233,0.011,0.209,0.106,0.625,0.608,0.464
13,0.429,0.916,0.827,0.661,0.766,0.963,0.205,0.856,0.973,0.854
15,0.354,0.948,0.061,0.769,0.835,0.386,0.863,0.551,0.815,0.976
7,0.976,0.759,0.053,0.007,0.583,0.805,0.718,0.254,0.839,0.648
7,0.9,0.225,0.408,0.605,0.503,0.222,0.253,0.839,0.706,0.905
2,0.228,0.549,0.505,0.43,0.189,0.316,0.88,0.171,0.343,0.032
0,0.493,0.343,0.63,0.065,0.077,0.645,0.986,0.165,0.498,0.726
14,0.482,0.924,0.015,0.552,0.306,0.344,0.51,0.873,0.513,0.15
15,0.995,0.563,0.88,0.805,0.941,0.909,0.495,0.012,0.6,0.156
12,0.579,0.456,0.572,0.707,0.879,0.732,0.63,0.555,0.729,0.691
11,0.842,0.099,0.127,0.915,0.568,0.934,0.302,0.305,0.241,0.396
1,0.169,0.086,0.858,0.112,0.764,0.8,0.397,0.203,0.466,0.024
14,0.662,0.363,0.354,0.992,0.603,0.808,0.771,0.785,0.579,0.031
6,0.976,0.972,0.299,0.781,0.629,0.194,0.93,0.213,0.129,0.12
10,0.972,0.285,0.61,0.619,0.449,0.76,0.427,0.966,0.766,0.184
14,0.978,0.543,0.594,0.827,0.438,0.479,0.809,0.059,0.34,0.677
14,0.465,0.953,0.522,0.733,0.888,0.742,0.653,0.488,0.21,0.618
2,0.127,0.234,0.748,0.627,0.17,0.452,0.213,0.564,0.925,0.952
3,0.736,0.826,0.358,0.029,0.0,0.108,0.118,0.93,0.949,0.193
0,0.556,0.022,0.56,0.635,0.302,0.648,0.899,0.098,0.826,0.036
10,0.439,0.948,0.126,0.328,0.091,0.764,0.744,0.909,0.811,0.274
12,0.981,0.968,0.061,0.927,0.118,0.213,0.202,0.779,0.38,0.788
15,0.531,0.849,0.036,0.884,0.64,0.332,0.036,0.925,0.311,0.088
4,0.167,0.772,0.358,0.451,0.466,0.831,0.03,0.789,0.757,0.318
4,0.905,0.928,0.745,0.342,0.313,0.927,0.375,0.436,0.475,0.055
3,0.084,0.592,0.502,0.723,0.06,0.48,0.961,0.543,0.127,0.352
12,0.32,0.988,0.995,0.327,0.345,0.368,0.331,0.939,0.867,0.637
2,0.068,0.567,0.059,0.324,0.093,0.8,0.853,0.876,0.385,0.695
5,0.352,0.628,0.445,0.419,0.282,0.155,0.885,0.532,0.305,0.543
3,0.731,0.202,0.461,0.152,0.757,0.604,0.058,0.852,0.899,0.177
13,0.876,0.401,0.056,0.043,0.732,0.137,0.17,0.635,0.874,0.062
10,0.83,0.89,0.959,0.284,0.53,0.71,0.52,0.023,0.203,0.522
10,0.317,0.36,0.82,0.749,0.812,0.918,0.947,0.532,0.803,0.771
7,0.406,0.554,0.23,0.214,0.945,0.974,0.952,0.525,0.735,0.62
8,0.232,0.356,0.118,0.651,0.469,0.313,0.555,0.917,0.681,0.095
0,0.363,0.245,0.164,0.27,0.178,0.776,0.68,0.364,0.262,0.712
11,0.949,0.512,0.382,0.374,0.457,0.261,0.404,0.781,0.371,0.873
5,0.963,0.824,0.81,0.318,0.172,0.922,0.425,0.807,0.048,0.532
15,0.887,0.667,0.256,0.783,0.775,0.572,0.995,0.696,0.168,0.587
14,0.491,0.578,0.214,0.582,0.822,0.101,0.827,0.163,0.233,0.714
14,0.241,0.707,0.933,0.848,0.906,0.94,0.882,0.981,0.332,0.713
15,0.726,0.674,0.169,0.558,0.541,0.043,0.9,0.025,0.721,0.919
2,0.349,0.485,0.204,0.168,0.059,0.137,0.606,0.191,0.635,0.292
4,0.558,0.322,0.295,0.099,0.69,0.188,0.044,0.251,0.921,0.076
15,0.602,0.65,0.17,0.968,0.391,0.863,0.527,0.615,0.659,0.249
